status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status,issue_number,num_components,component_java,num_affected_versions,num_labels,created_weekday,created_month
Closed,Major,2012-05-26T18:13:46.384+0000,Improvement,marmbrus,2011-08-10T02:55:31.396+0000,2011-08-11T20:14:25.270+0000,0,AVRO,marmbrus,4,AVRO-873,651.0,71,1,Fixed,838.958703373,873,1,1,0,0,2,8
Closed,Major,2011-12-13T19:06:54.656+0000,Improvement,billgraham,2011-08-09T20:33:18.054+0000,2011-08-12T20:48:21.572+0000,0,AVRO,cutting,26,AVRO-872,851.0,49,0,Fixed,902.484201719,872,1,1,0,0,1,8
Closed,Major,2011-12-13T19:08:35.435+0000,Bug,billgraham,2011-08-09T20:28:38.870+0000,2011-10-07T21:00:45.712+0000,0,AVRO,cutting,1,AVRO-871,148.0,45,0,Fixed,838.958737276,871,1,0,0,0,1,8
Open,Major,2011-08-05T00:08:38.534+0000,Improvement,kimballa,2011-08-03T20:59:03.691+0000,,0,AVRO,,2,AVRO-870,310.0,51,1,,928.859381595,870,1,1,1,0,2,8
Closed,Major,2011-11-01T18:36:04.945+0000,Bug,thiru_mg,2011-08-03T02:12:13.060+0000,2011-10-12T13:15:40.366+0000,0,AVRO,thiru_mg,3,AVRO-869,447.0,63,0,Fixed,838.958672441,869,1,0,0,0,2,8
Closed,Blocker,2011-10-07T20:23:19.996+0000,Bug,puredanger,2011-08-01T15:50:31.667+0000,2011-08-16T13:07:17.807+0000,0,AVRO,,7,AVRO-868,3413.0,65,1,Cannot Reproduce,863.884192871,868,1,1,1,0,0,8
Closed,Major,2011-12-23T23:54:10.639+0000,New Feature,joecrobak,2011-07-28T19:46:50.321+0000,2011-09-07T21:36:03.012+0000,0,AVRO,tomwhite,5,AVRO-866,227.0,30,2,Fixed,889.853318926,866,1,0,0,0,3,7
Closed,Major,2011-11-01T18:36:10.613+0000,Improvement,dcreager,2011-07-26T18:37:18.562+0000,2011-09-25T20:51:53.565+0000,0,AVRO,dcreager,2,AVRO-865,415.0,22,0,Fixed,838.958607029,865,1,0,2,0,1,7
Closed,Major,2011-12-13T19:06:48.393+0000,Bug,isabel,2011-07-24T20:25:06.970+0000,2011-07-27T22:53:06.216+0000,0,AVRO,isabel,4,AVRO-864,432.0,82,0,Fixed,919.884736834,864,1,1,0,0,6,7
Closed,Major,2011-11-01T18:36:09.704+0000,New Feature,dcreager,2011-07-22T20:52:53.533+0000,2011-09-26T12:41:32.619+0000,0,AVRO,dcreager,2,AVRO-863,829.0,43,0,Fixed,838.958617553,863,1,0,1,0,4,7
Open,Major,2011-07-21T07:26:44.318+0000,Bug,thh,2011-07-21T07:25:51.213+0000,,0,AVRO,,0,AVRO-862,497.0,60,0,,942.42410936,862,1,0,1,0,3,7
Closed,Minor,2011-11-01T18:36:09.542+0000,Bug,dcreager,2011-07-14T23:11:06.958+0000,2011-07-15T00:58:31.035+0000,0,AVRO,dcreager,2,AVRO-861,301.0,41,0,Fixed,838.958619431,861,1,0,1,0,3,7
Closed,Major,2012-09-25T21:22:59.468+0000,Bug,tebeka,2011-07-14T18:37:54.300+0000,2012-09-13T20:09:07.201+0000,0,AVRO,tebeka,16,AVRO-860,1478.0,51,3,Duplicate,509.842763807,860,1,1,1,3,3,7
Open,Major,2011-07-21T18:17:53.134+0000,New Feature,scott_carey,2011-07-14T16:42:01.579+0000,,0,AVRO,scott_carey,5,AVRO-859,1363.0,52,1,,949.037878277,859,1,1,0,0,3,7
Closed,Major,2011-11-01T18:36:06.607+0000,Improvement,tebeka,2011-07-14T13:30:41.392+0000,2011-09-19T18:48:56.502+0000,0,AVRO,tebeka,5,AVRO-858,144.0,55,1,Fixed,838.958653406,858,0,0,0,2,3,7
Closed,Minor,2011-12-13T19:06:47.088+0000,Improvement,jendap,2011-07-10T22:53:08.364+0000,2011-07-25T20:17:14.971+0000,0,AVRO,jendap,1,AVRO-857,189.0,25,0,Fixed,838.958666011,857,1,1,0,0,6,7
Closed,Major,2011-08-12T20:22:33.807+0000,Improvement,cutting,2011-07-07T20:34:49.217+0000,2011-07-11T21:21:23.892+0000,0,AVRO,cutting,3,AVRO-856,221.0,26,0,Fixed,919.884727483,856,1,1,1,0,3,7
Closed,Minor,2012-02-15T00:46:27.673+0000,New Feature,jeremy@lewi.us,2011-07-06T21:46:20.189+0000,2012-01-23T23:43:46.321+0000,1,AVRO,qwertymaniac,4,AVRO-854,327.0,80,1,Fixed,733.701464232,854,1,0,1,0,2,7
Closed,Major,2011-11-01T18:36:07.811+0000,Improvement,dkaminsky,2011-07-06T21:38:05.147+0000,2011-08-12T21:54:07.283+0000,0,AVRO,cutting,34,AVRO-853,460.0,36,1,Fixed,838.958639476,853,1,1,1,0,2,7
Open,Major,2011-10-17T22:41:56.680+0000,Bug,jeremy@lewi.us,2011-07-06T19:40:56.566+0000,,0,AVRO,jeremy@lewi.us,1,AVRO-852,793.0,78,0,,956.913630751,852,1,1,1,1,2,7
Closed,Major,2012-09-25T21:16:14.025+0000,Bug,jmesnil,2011-07-06T06:52:20.746+0000,2012-09-13T20:07:49.806+0000,0,AVRO,jmesnil,4,AVRO-851,279.0,40,2,Fixed,509.847456447,851,1,1,1,0,2,7
Open,Major,2012-02-09T00:58:05.857+0000,Bug,jeremy@lewi.us,2011-07-04T14:49:41.288+0000,,0,AVRO,jeremy@lewi.us,3,AVRO-850,538.0,93,0,,959.115890916,850,1,0,1,0,0,7
Patch Available,Minor,2011-09-03T14:12:29.956+0000,Bug,jeremy@lewi.us,2011-07-01T15:19:14.425+0000,,0,AVRO,jeremy@lewi.us,7,AVRO-849,947.0,56,0,,898.141715767,849,1,0,1,0,4,7
Closed,Major,2012-02-15T00:49:23.692+0000,Improvement,h2o,2011-07-01T09:11:00.810+0000,2011-11-23T23:24:45.228+0000,0,AVRO,,1,AVRO-848,3617.0,57,0,Duplicate,733.69942769,848,1,1,1,0,4,7
Closed,Minor,2011-11-01T18:36:04.161+0000,Test,jeremy@lewi.us,2011-06-30T20:06:17.716+0000,2011-07-01T16:24:12.774+0000,0,AVRO,jeremy@lewi.us,4,AVRO-847,2835.0,40,0,Fixed,838.958681534,847,1,1,1,1,3,6
Closed,Major,2011-10-07T20:23:19.785+0000,Bug,puredanger,2011-06-30T18:12:54.897+0000,2011-08-30T06:15:18.302+0000,0,AVRO,,2,AVRO-846,1028.0,91,0,Duplicate,863.884195343,846,1,1,1,0,3,6
Closed,Major,2011-08-12T20:22:32.234+0000,Bug,tebeka,2011-06-29T13:53:22.072+0000,2011-06-30T16:57:01.550+0000,0,AVRO,tebeka,3,AVRO-845,109.0,38,0,Fixed,919.884745298,845,1,0,1,1,2,6
Closed,Major,2011-12-13T19:06:44.660+0000,Improvement,billgraham,2011-06-28T00:23:03.791+0000,2011-07-01T19:53:17.189+0000,0,AVRO,billgraham,5,AVRO-844,224.0,35,0,Fixed,838.9587742,844,1,1,1,0,1,6
Open,Major,2011-06-28T13:18:18.212+0000,Improvement,dona,2011-06-24T13:00:12.466+0000,,0,AVRO,dona,1,AVRO-843,135.0,28,0,,969.191918959,843,1,0,0,0,4,6
Closed,Major,2011-08-12T20:22:31.959+0000,Bug,h2o,2011-06-24T12:53:50.145+0000,2011-07-01T16:33:11.389+0000,0,AVRO,jbaldassari,14,AVRO-842,639.0,61,0,Fixed,919.884748891,842,1,1,1,0,4,6
Closed,Minor,2011-11-01T18:36:11.609+0000,Improvement,waterdragon,2011-06-23T08:46:51.951+0000,2011-06-24T14:35:03.653+0000,0,AVRO,waterdragon,3,AVRO-841,126.0,43,0,Fixed,838.958595351,841,1,1,0,0,3,6
Closed,Critical,2011-11-01T18:36:11.789+0000,Improvement,ramanasv,2011-06-16T17:41:51.635+0000,2011-10-12T13:27:42.270+0000,1,AVRO,thiru_mg,3,AVRO-840,1458.0,63,2,Fixed,838.958593235,840,1,0,0,1,3,6
Closed,Major,2012-01-24T04:56:04.703+0000,Improvement,jbaldassari,2011-06-16T04:35:39.806+0000,2011-08-26T20:56:51.922+0000,0,AVRO,jbaldassari,33,AVRO-839,3497.0,91,4,Fixed,838.958648885,839,1,1,0,0,3,6
Closed,Major,2011-12-13T19:06:52.096+0000,Improvement,kkrugler,2011-06-10T23:15:53.352+0000,2011-06-30T19:25:38.175+0000,0,AVRO,cutting,5,AVRO-838,367.0,100,0,Fixed,919.884769164,838,1,1,2,0,4,6
Closed,Major,2011-11-01T18:36:02.710+0000,New Feature,dcreager,2011-06-07T16:03:20.817+0000,2011-07-14T02:40:42.001+0000,0,AVRO,dcreager,5,AVRO-837,447.0,24,0,Fixed,838.958698448,837,1,0,1,0,1,6
Closed,Major,2012-01-24T16:09:02.314+0000,New Feature,tebeka,2011-06-04T04:24:49.738+0000,2011-06-21T12:37:26.168+0000,0,AVRO,tebeka,13,AVRO-836,121.0,67,3,Fixed,838.958669954,836,1,0,0,2,5,6
Closed,Major,2012-02-15T00:46:26.680+0000,Bug,ewhauser,2011-06-04T01:08:00.634+0000,2011-12-07T22:37:20.882+0000,1,AVRO,dona,5,AVRO-835,417.0,34,0,Fixed,733.701476009,835,1,0,0,0,5,6
Open,Minor,2011-06-03T00:12:43.593+0000,New Feature,scott_carey,2011-06-03T00:07:10.518+0000,,0,AVRO,,2,AVRO-834,284.0,34,0,,990.728747075,834,1,1,0,0,4,6
Closed,Minor,2011-08-12T20:22:33.666+0000,Bug,tebeka,2011-05-31T17:20:38.857+0000,2011-05-31T19:07:11.002+0000,0,AVRO,miki,4,AVRO-833,216.0,40,0,Fixed,919.884729068,833,1,0,0,1,1,5
Closed,Major,2011-12-13T19:06:51.508+0000,Bug,cutting,2011-05-31T10:10:32.979+0000,2011-06-02T11:45:14.436+0000,0,AVRO,cutting,4,AVRO-832,68.0,68,1,Fixed,919.884738467,832,1,1,0,0,1,5
Patch Available,Major,2012-05-23T21:51:45.357+0000,Improvement,jkoshy,2011-05-27T16:38:25.228+0000,,1,AVRO,jkoshy,3,AVRO-831,734.0,106,1,,997.039328191,831,1,0,0,2,4,5
Closed,Major,2011-08-12T20:22:34.070+0000,New Feature,tomwhite,2011-05-26T18:19:31.878+0000,2011-05-30T08:31:49.182+0000,0,AVRO,tomwhite,2,AVRO-830,198.0,61,0,Fixed,919.884724477,830,1,1,0,0,3,5
Patch Available,Major,2011-06-01T08:39:07.491+0000,Improvement,jkoshy,2011-05-26T11:51:20.470+0000,,0,AVRO,jkoshy,6,AVRO-829,619.0,91,0,,998.224258808,829,1,0,0,0,3,5
Closed,Major,2011-10-07T20:23:20.384+0000,Improvement,dbritsch,2011-05-25T22:41:41.570+0000,2011-05-26T17:43:43.528+0000,0,AVRO,,2,AVRO-828,547.0,74,0,Invalid,863.884187814,828,1,1,1,5,2,5
Patch Available,Major,2011-05-26T16:22:28.529+0000,Improvement,jkoshy,2011-05-25T11:33:04.093+0000,,0,AVRO,,3,AVRO-827,152.0,38,0,,998.609700038,827,1,0,1,4,2,5
Closed,Minor,2011-08-12T20:22:32.537+0000,Improvement,dona,2011-05-20T13:54:42.251+0000,2011-05-30T09:01:40.328+0000,0,AVRO,dona,4,AVRO-826,256.0,48,0,Fixed,919.884742227,826,1,0,0,0,4,5
Closed,Blocker,2011-08-12T20:22:30.559+0000,Bug,ramanasv,2011-05-19T16:46:54.760+0000,2011-07-01T20:03:41.282+0000,0,AVRO,thiru_mg,6,AVRO-825,5006.0,83,0,Fixed,919.884764752,825,1,0,1,0,3,5
Closed,Trivial,2011-11-01T18:35:58.700+0000,Bug,david206,2011-05-18T08:52:45.807+0000,2011-06-29T21:48:21.056+0000,0,AVRO,jghoman,2,AVRO-824,116.0,48,2,Fixed,838.95874473,824,1,1,0,1,2,5
Closed,Major,2011-08-12T20:23:46.254+0000,Bug,patrickangeles,2011-05-17T00:57:27.836+0000,2011-05-17T12:27:47.655+0000,0,AVRO,,5,AVRO-822,245.0,26,0,Invalid,919.883888922,822,2,1,1,0,1,5
Closed,Major,2011-11-15T17:30:29.654+0000,New Feature,awick,2011-05-16T19:15:54.413+0000,2011-11-01T19:33:52.091+0000,0,AVRO,abawany,8,AVRO-821,43.0,20,2,Fixed,825.004219919,821,1,0,1,0,0,5
Closed,Critical,2011-08-12T20:22:31.119+0000,Bug,scott_carey,2011-05-13T20:31:57.980+0000,2011-05-19T15:53:10.492+0000,0,AVRO,scott_carey,10,AVRO-820,365.0,109,0,Fixed,919.884758231,820,1,1,3,0,4,5
Closed,Major,2011-08-12T20:22:32.406+0000,Bug,dcreager,2011-05-12T14:23:25.890+0000,2011-05-12T15:16:07.984+0000,0,AVRO,dcreager,2,AVRO-819,302.0,56,0,Fixed,919.884743765,819,1,0,1,0,3,5
Closed,Major,2011-08-12T20:22:31.745+0000,Bug,dcreager,2011-05-12T13:46:43.998+0000,2011-05-12T15:16:32.534+0000,0,AVRO,dcreager,3,AVRO-818,689.0,42,0,Fixed,919.884751405,818,1,0,1,0,3,5
Open,Major,2011-05-31T17:13:22.426+0000,Improvement,miki,2011-05-06T19:26:58.585+0000,,1,AVRO,miki,6,AVRO-817,129.0,35,1,,1017.92122146,817,1,0,1,0,4,5
Patch Available,Minor,2013-01-31T18:48:51.416+0000,New Feature,joecrobak,2011-05-06T19:19:13.961+0000,,0,AVRO,joecrobak,30,AVRO-816,1520.0,23,5,,960.114621848,816,1,1,0,0,4,5
Closed,Minor,2011-08-12T20:22:33.944+0000,Bug,sgargan,2011-05-03T21:10:44.267+0000,2011-05-03T21:25:23.013+0000,0,AVRO,sgargan,4,AVRO-815,400.0,51,0,Fixed,919.88472597,815,1,1,1,2,1,5
Closed,Major,2011-12-13T19:06:54.081+0000,Bug,stuhood,2011-04-29T23:05:40.911+0000,2011-05-04T18:16:37.899+0000,0,AVRO,,4,AVRO-814,277.0,59,0,Later,1017.92913258,814,1,1,0,0,4,4
Open,Major,2011-04-27T16:53:12.391+0000,Bug,bruno,2011-04-27T15:44:21.417+0000,,0,AVRO,,1,AVRO-813,3052.0,46,1,,1027.07792652,813,1,1,1,0,2,4
Closed,Minor,2011-05-06T19:13:59.958+0000,Improvement,h2o,2011-04-27T09:16:16.917+0000,2011-04-29T22:09:52.264+0000,0,AVRO,h2o,11,AVRO-812,209.0,40,0,Fixed,1017.93234144,812,1,1,1,0,2,4
Closed,Minor,2011-05-06T19:18:37.362+0000,Task,alambert,2011-04-26T22:49:37.488+0000,2011-05-03T19:33:26.637+0000,0,AVRO,cutting,2,AVRO-811,192.0,37,0,Fixed,1017.92913085,811,1,0,1,0,1,4
Closed,Minor,2011-08-12T20:22:33.364+0000,Improvement,ewhauser,2011-04-23T04:10:37.815+0000,2011-07-01T20:12:47.675+0000,0,AVRO,ewhauser,6,AVRO-810,123.0,34,1,Fixed,919.884732518,810,1,0,0,0,5,4
Closed,Major,2011-08-12T20:22:34.191+0000,Bug,decster,2011-04-22T07:38:32.802+0000,2011-05-18T09:30:46.440+0000,0,AVRO,cutting,2,AVRO-809,239.0,66,0,Fixed,919.884722994,809,1,1,1,0,4,4
Closed,Major,2011-05-06T19:14:02.346+0000,New Feature,tomwhite,2011-04-21T00:27:28.785+0000,2011-04-26T16:34:51.604+0000,0,AVRO,tomwhite,4,AVRO-808,212.0,61,0,Fixed,1017.93231381,808,1,1,0,0,3,4
Closed,Major,2011-05-06T19:13:59.555+0000,New Feature,dona,2011-04-20T20:18:09.378+0000,2011-04-20T21:55:25.757+0000,0,AVRO,dona,3,AVRO-807,383.0,62,0,Fixed,1017.93234571,807,1,0,0,0,2,4
Closed,Major,2013-05-02T02:30:56.762+0000,New Feature,cutting,2011-04-19T23:24:21.991+0000,2012-09-11T21:41:11.698+0000,6,AVRO,cutting,40,AVRO-806,143.0,30,33,Fixed,509.847463821,806,2,1,0,0,1,4
Closed,Major,2011-11-01T18:36:00.834+0000,New Feature,cutting,2011-04-19T23:09:40.245+0000,2011-09-12T20:24:25.647+0000,0,AVRO,cutting,6,AVRO-805,267.0,53,5,Fixed,838.958720154,805,1,1,0,0,1,4
Closed,Major,2011-11-01T18:36:05.374+0000,New Feature,cutting,2011-04-19T23:02:50.368+0000,2011-10-04T21:54:56.916+0000,0,AVRO,cutting,19,AVRO-804,252.0,49,7,Fixed,838.958667759,804,1,1,0,0,1,4
Closed,Major,2013-06-19T21:56:24.858+0000,Improvement,spullara,2011-04-13T19:54:53.687+0000,2011-10-11T23:27:12.614+0000,2,AVRO,jadler,17,AVRO-803,583.0,66,8,Fixed,838.958707958,803,1,1,1,0,2,4
Closed,Major,2011-05-06T19:14:02.920+0000,Improvement,cutting,2011-04-12T22:09:13.584+0000,2011-04-19T20:44:58.393+0000,0,AVRO,cutting,3,AVRO-802,165.0,65,1,Fixed,1017.93230729,802,1,1,0,0,1,4
Closed,Major,2011-05-06T19:14:02.475+0000,Bug,nrc,2011-04-08T08:06:59.497+0000,2011-04-20T23:12:59.864+0000,0,AVRO,cutting,4,AVRO-801,127.0,28,0,Fixed,1017.93231232,801,1,1,2,0,4,4
Open,Major,2011-12-13T19:06:47.809+0000,New Feature,cutting,2011-04-07T23:30:23.933+0000,,0,AVRO,,6,AVRO-800,130.0,26,3,,1046.75428631,800,1,1,0,0,3,4
Closed,Major,2011-05-06T19:14:02.795+0000,Improvement,cutting,2011-04-06T23:07:26.824+0000,2011-04-19T20:48:40.623+0000,0,AVRO,cutting,2,AVRO-799,47.0,39,0,Fixed,1017.93230873,799,1,1,0,0,2,4
Closed,Major,2011-05-06T19:14:01.460+0000,Improvement,cutting,2011-04-06T22:09:06.709+0000,2011-04-19T20:52:14.392+0000,0,AVRO,cutting,6,AVRO-798,360.0,29,0,Fixed,1017.93232403,798,2,1,0,0,2,4
Open,Major,2011-04-06T20:04:39.218+0000,New Feature,dkaminsky,2011-04-06T20:04:19.011+0000,,0,AVRO,,0,AVRO-797,1873.0,32,3,,1047.89739884,797,2,1,1,0,2,4
Closed,Minor,2011-08-12T20:23:45.944+0000,Bug,dkaminsky,2011-04-05T20:58:24.828+0000,2011-07-14T14:14:25.351+0000,0,AVRO,,4,AVRO-796,116.0,37,0,Not A Problem,919.883892656,796,1,1,1,0,1,4
Closed,Major,2011-05-06T19:14:03.464+0000,Improvement,thiru_mg,2011-04-04T18:26:28.706+0000,2011-04-05T16:54:26.223+0000,0,AVRO,thiru_mg,3,AVRO-795,309.0,59,0,Fixed,1017.93230099,795,1,0,1,0,0,4
Closed,Minor,2011-05-06T19:14:02.187+0000,Improvement,thiru_mg,2011-04-04T18:06:23.360+0000,2011-04-05T16:42:39.723+0000,0,AVRO,thiru_mg,3,AVRO-794,95.0,40,0,Fixed,1017.93231577,794,1,0,1,0,0,4
Closed,Critical,2011-05-06T19:14:02.636+0000,Bug,ygnhzeus,2011-03-31T02:42:14.964+0000,2011-04-29T19:05:22.696+0000,0,AVRO,thiru_mg,3,AVRO-793,4511.0,83,1,Fixed,1017.93231058,793,1,1,1,4,3,3
Closed,Blocker,2011-08-12T20:23:46.083+0000,Bug,eychih,2011-03-30T21:53:14.293+0000,2011-06-30T19:28:41.814+0000,0,AVRO,,32,AVRO-792,5722.0,68,1,Cannot Reproduce,919.883891054,792,1,1,2,0,2,3
Closed,Major,2011-05-06T19:14:01.119+0000,Wish,xiaoluye,2011-03-30T15:59:28.925+0000,2011-04-29T19:37:15.085+0000,1,AVRO,scott_carey,11,AVRO-791,440.0,102,0,Fixed,1017.93232802,791,1,1,1,0,2,3
Closed,Major,2011-05-06T19:13:59.755+0000,Bug,scott_carey,2011-03-29T22:22:18.801+0000,2011-04-18T23:13:11.619+0000,0,AVRO,scott_carey,3,AVRO-790,657.0,92,0,Fixed,1017.93234305,790,1,1,0,0,1,3
Closed,Major,2011-05-06T19:14:03.592+0000,Improvement,thiru_mg,2011-03-28T18:07:15.916+0000,2011-03-30T07:42:57.338+0000,0,AVRO,thiru_mg,5,AVRO-789,51.0,23,0,Fixed,1017.93229952,789,1,0,0,0,0,3
Closed,Major,2011-05-06T19:14:03.315+0000,New Feature,cutting,2011-03-24T16:08:56.804+0000,2011-04-06T18:00:44.037+0000,1,AVRO,cutting,9,AVRO-788,142.0,22,4,Fixed,1017.93230273,788,2,1,0,0,3,3
Closed,Major,2011-05-06T19:14:01.286+0000,Improvement,mlartz,2011-03-22T20:59:40.820+0000,2011-03-30T23:11:32.125+0000,0,AVRO,mlartz,3,AVRO-787,213.0,49,0,Fixed,1017.93232606,787,1,0,1,1,1,3
Closed,Minor,2011-05-06T19:14:00.138+0000,Bug,stuhood,2011-03-22T19:43:28.037+0000,2011-03-29T20:36:41.767+0000,0,AVRO,cutting,3,AVRO-786,408.0,57,0,Fixed,1017.93233937,786,1,1,0,0,1,3
Closed,Minor,2011-05-06T19:14:01.910+0000,Improvement,smartnut007,2011-03-21T19:21:51.419+0000,2011-03-29T20:41:58.912+0000,0,AVRO,cutting,3,AVRO-785,3731.0,43,1,Fixed,1017.93231899,785,1,1,1,3,0,3
Closed,Major,2012-03-06T01:05:18.760+0000,Improvement,esammer,2011-03-20T04:40:18.576+0000,2011-10-05T20:08:44.237+0000,1,AVRO,,17,AVRO-784,71.0,42,3,Duplicate,863.884197246,784,1,1,1,1,6,3
Closed,Major,2011-05-06T19:14:01.759+0000,Improvement,thiru_mg,2011-03-19T19:14:52.057+0000,2011-03-27T12:22:52.125+0000,0,AVRO,thiru_mg,5,AVRO-783,133.0,29,0,Fixed,1017.93232074,783,1,0,0,0,5,3
Open,Major,2012-05-23T21:51:47.136+0000,Bug,eychih,2011-03-17T00:28:11.738+0000,,0,AVRO,,3,AVRO-782,4671.0,53,1,,1068.7088553,782,1,1,1,0,3,3
Closed,Major,2011-05-06T19:14:00.381+0000,Improvement,thiru_mg,2011-03-13T18:35:02.852+0000,2011-03-19T18:16:43.486+0000,1,AVRO,thiru_mg,5,AVRO-781,114.0,27,0,Fixed,1017.9323365,781,1,0,1,0,6,3
Closed,Major,2011-05-06T19:14:00.737+0000,Bug,eychih,2011-03-11T00:41:51.892+0000,2011-03-30T23:37:32.572+0000,0,AVRO,cutting,6,AVRO-780,2407.0,36,0,Fixed,1017.93233231,780,1,1,1,0,4,3
Closed,Minor,2011-03-12T00:36:42.128+0000,Test,milindb,2011-03-09T20:28:04.099+0000,2011-03-09T21:43:01.102+0000,0,AVRO,milindb,5,AVRO-779,298.0,65,0,Won't Fix,1073.70824242,779,1,1,1,0,2,3
Open,Major,2011-03-14T14:56:12.500+0000,New Feature,dcreager,2011-03-09T15:10:24.816+0000,,1,AVRO,dcreager,3,AVRO-778,912.0,34,0,,1076.10149834,778,1,0,0,0,2,3
Open,Major,2012-05-23T21:51:46.350+0000,Improvement,gillouxgaillard@wanadoo.fr,2011-03-09T10:45:13.125+0000,,4,AVRO,,4,AVRO-777,35.0,23,4,,1076.28566144,777,1,0,1,0,2,3
Closed,Minor,2011-08-12T20:22:33.521+0000,Bug,sgargan,2011-03-09T06:56:44.454+0000,2011-06-30T20:07:45.450+0000,2,AVRO,sgargan,2,AVRO-776,185.0,42,0,Fixed,919.884730916,776,1,1,1,1,2,3
Closed,Major,2011-03-12T00:32:55.626+0000,Bug,thiru_mg,2011-03-05T02:57:34.772+0000,2011-03-08T00:57:24.379+0000,0,AVRO,cutting,5,AVRO-775,464.0,34,0,Fixed,1073.71086396,775,1,1,1,0,5,3
Closed,Minor,2011-03-12T00:32:49.521+0000,Improvement,lars_francke,2011-02-22T22:30:18.282+0000,2011-02-24T22:34:04.571+0000,0,AVRO,lars_francke,6,AVRO-774,414.0,51,1,Fixed,1073.71093462,774,2,1,1,0,1,2
Closed,Trivial,2011-03-12T00:32:43.696+0000,Improvement,jendap,2011-02-22T17:15:23.022+0000,2011-02-24T22:26:17.469+0000,0,AVRO,jendap,2,AVRO-773,69.0,37,1,Fixed,1073.71100204,773,1,1,0,0,1,2
Closed,Blocker,2011-03-12T00:32:53.388+0000,Bug,brucem,2011-02-21T17:08:01.187+0000,2011-02-24T17:58:58.660+0000,0,AVRO,brucem,5,AVRO-772,162.0,29,1,Fixed,1073.71088988,772,1,1,1,0,0,2
Closed,Major,2011-12-13T19:06:55.137+0000,Improvement,scott_carey,2011-02-20T10:36:27.844+0000,2011-02-21T21:21:29.427+0000,0,AVRO,scott_carey,6,AVRO-771,1969.0,36,0,Fixed,1073.71087884,771,1,1,0,0,6,2
Open,Major,2011-07-01T20:37:08.670+0000,Improvement,xiaoluye,2011-02-18T14:45:02.946+0000,,0,AVRO,,2,AVRO-770,857.0,46,1,,1095.11911259,770,1,1,1,0,4,2
Closed,Blocker,2011-03-12T00:32:52.083+0000,Improvement,scott_carey,2011-02-17T03:53:35.034+0000,2011-02-25T23:46:04.192+0000,0,AVRO,scott_carey,9,AVRO-769,2153.0,73,1,Fixed,1073.71090499,769,1,1,0,0,3,2
Closed,Major,2011-03-12T00:36:41.697+0000,Improvement,ekohlwey,2011-02-15T15:05:46.727+0000,2011-02-15T16:31:16.634+0000,0,AVRO,,1,AVRO-768,330.0,47,0,Duplicate,1073.70824741,768,1,0,2,0,1,2
Open,Major,2011-04-05T18:58:29.157+0000,Improvement,sdavid_fr2,2011-02-15T15:04:23.584+0000,,0,AVRO,,2,AVRO-767,204.0,27,0,,1048.94311469,767,1,0,1,1,1,2
Open,Major,2012-09-15T00:40:18.030+0000,Bug,dcreager,2011-02-14T15:08:35.677+0000,,0,AVRO,,2,AVRO-766,232.0,42,1,,1099.10276155,766,1,0,1,0,0,2
Closed,Minor,2011-12-13T19:06:44.485+0000,Improvement,scott_carey,2011-02-14T01:28:29.263+0000,2011-02-14T19:11:30.536+0000,0,AVRO,scott_carey,3,AVRO-765,174.0,55,0,Fixed,1073.71100752,765,1,1,0,0,0,2
Closed,Critical,2011-03-12T00:32:49.055+0000,Bug,qwertymaniac,2011-02-13T15:37:29.146+0000,2011-02-16T01:25:31.721+0000,0,AVRO,qwertymaniac,6,AVRO-764,3761.0,62,1,Fixed,1073.71094003,764,1,1,1,1,6,2
Closed,Major,2011-05-06T19:14:00.961+0000,Improvement,scott_carey,2011-02-09T22:08:57.201+0000,2011-04-20T19:55:53.703+0000,0,AVRO,mpierce,9,AVRO-763,407.0,103,2,Fixed,1017.93232986,763,1,1,1,0,2,2
Closed,Blocker,2011-03-12T00:32:55.480+0000,New Feature,dcreager,2011-02-09T20:44:33.078+0000,2011-02-25T21:15:58.106+0000,0,AVRO,dcreager,9,AVRO-762,1574.0,24,1,Fixed,1073.71086567,762,1,0,0,0,2,2
Closed,Major,2011-03-12T00:32:50.472+0000,Bug,rahrens,2011-02-09T20:28:33.432+0000,2011-03-08T01:02:53.349+0000,0,AVRO,cutting,5,AVRO-761,363.0,75,1,Fixed,1073.71092364,761,1,1,1,0,2,2
Open,Major,2012-01-03T06:59:16.972+0000,Bug,xiaoluye,2011-02-09T19:50:04.327+0000,,0,AVRO,,4,AVRO-760,291.0,46,1,,1103.90729107,760,1,0,1,0,2,2
Closed,Major,2011-03-12T00:32:48.603+0000,Bug,xiaoluye,2011-02-08T15:25:07.590+0000,2011-02-15T21:50:45.700+0000,0,AVRO,xiaoluye,8,AVRO-759,1013.0,86,1,Fixed,1073.71094528,759,1,1,1,0,1,2
Closed,Minor,2011-07-06T00:56:22.895+0000,Bug,stuhood,2011-02-05T00:04:17.358+0000,2011-07-06T00:55:56.648+0000,0,AVRO,,17,AVRO-758,121.0,36,0,Duplicate,957.694576166,758,1,1,1,0,5,2
Closed,Major,2011-03-12T00:32:53.821+0000,New Feature,stuhood,2011-02-04T09:32:23.406+0000,2011-02-07T21:21:32.561+0000,0,AVRO,stuhood,7,AVRO-757,147.0,56,0,Fixed,1073.71088488,757,1,1,0,1,4,2
